Date,Confirmed,Recovered,Deaths,ActiveCases,CasesPerDay,Male,Female,Age0To19,Age20To29,Age30To39,Age40To49,Age50To59,Age60To69,Age70OrMore,TotalComfirmed,TotalRecovered,TotalDeaths
2020-05-29,1,0,0,8,1,1,0,0,0,1,0,0,0,0,27,0,0
2020-05-30,4,0,0,12,4,2,2,0,1,1,1,0,1,0,31,0,0
2020-05-31,2,0,0,14,2,1,1,1,0,0,0,1,0,0,33,0,0
2020-06-01,6,0,0,20,6,1,5,3,1,0,1,1,0,0,39,0,0
2020-06-02,33,2,0,51,33,14,19,9,10,7,5,2,0,0,72,0,0
2020-06-03,19,5,0,65,19,10,9,6,7,2,1,1,1,1,91,0,0
2020-06-04,6,0,0,71,6,0,2,0,0,0,0,0,0,0,97,0,0
2020-06-05,0,0,0,71,0,0,0,0,0,0,0,0,0,0,97,0,0
2020-06-06,3,0,0,74,3,1,2,2,0,0,1,0,0,0,100,0,0
2020-06-07,2,0,0,76,2,0,2,0,0,0,2,0,0,0,102,0,0
2020-06-08,1,5,0,72,1,1,0,0,0,1,0,0,0,0,103,0,0
2020-06-09,2,0,0,74,2,2,0,0,0,0,2,0,0,0,105,0,0
2020-06-10,3,5,0,72,3,2,1,1,0,2,0,0,0,0,108,0,0
2020-06-11,2,8,0,66,2,1,1,0,0,0,1,0,0,1,110,0,0
2020-06-12,14,6,0,74,14,7,7,9,2,1,2,0,0,0,124,0,0
2020-06-13,9,8,0,75,9,4,5,4,1,1,3,0,0,0,133,0,0
2020-06-14,0,14,0,61,0,0,0,0,0,0,0,0,0,0,133,0,0
2020-06-15,2,7,0,56,2,1,1,1,0,0,1,0,0,0,135,0,0
2020-06-16,0,9,0,47,0,0,0,0,0,0,0,0,0,0,135,0,0
2020-06-17,1,4,0,44,1,0,0,0,0,0,0,0,0,0,136,0,0
2020-06-18,4,6,0,42,4,4,0,0,1,2,1,0,0,0,140,0,0
2020-06-19,3,5,0,40,3,3,0,0,0,2,1,0,0,0,143,0,0
2020-06-20,2,12,0,30,2,0,0,0,0,0,0,0,0,0,145,0,0
2020-06-21,6,3,0,33,6,6,0,0,0,4,2,0,0,0,151,0,0
2020-06-22,3,0,0,36,3,1,2,1,0,1,1,0,0,0,154,0,0
2020-06-23,0,12,0,24,0,0,0,0,0,0,0,0,0,0,154,0,0
2020-06-24,2,3,0,23,2,0,0,0,0,0,0,0,0,0,156,0,0
2020-06-25,3,0,0,26,3,3,0,1,1,1,0,0,0,0,159,0,0
2020-06-26,6,0,0,32,6,3,3,1,0,1,1,3,0,0,165,0,0
2020-06-27,3,0,0,35,3,2,1,1,0,1,1,0,0,0,168,0,0
2020-06-28,4,6,0,33,4,0,0,0,0,0,0,0,0,0,172,0,0
2020-06-29,1,0,0,34,1,0,0,0,0,0,0,0,0,0,173,0,0
2020-06-30,1,0,0,35,1,0,0,0,0,0,0,0,0,0,174,0,0
2020-07-01,0,1,0,34,0,0,0,0,0,0,0,0,0,0,174,0,0
2020-07-02,4,4,0,34,4,3,1,0,0,2,1,1,0,0,178,0,0
2020-07-03,5,0,0,39,5,4,1,1,0,2,1,0,0,1,183,0,0
2020-07-04,3,11,0,31,3,3,0,0,2,1,0,0,0,0,186,0,0
2020-07-05,2,0,0,33,2,0,0,0,0,0,0,0,0,0,188,0,0
2020-07-06,15,9,0,39,15,0,0,0,0,0,0,0,0,0,203,0,0
2020-07-07,25,4,0,60,25,0,0,0,0,0,0,0,0,0,228,0,0
2020-07-08,29,5,0,84,29,0,0,0,0,0,0,0,0,0,257,0,0
